연번,호선,역번호,역명,광고시설물명,광고시설물 수량,광고대행사,데이터기준일자
3049,5,2543,답십리,승강장음성광고,0,브랜드발전소,2024-11-28
3050,5,2543,답십리,디지털종합안내도_디지털,0,,2024-11-28
3051,5,2543,답십리,디지털종합안내도_인쇄식,0,,2024-11-28
3052,5,2543,답십리,디지털종합안내도_조명,0,,2024-11-28
3053,5,2543,답십리,스마트 정보 안내시스템,4,세종미디어그룹,2024-11-28
3054,5,2543,답십리,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3055,5,2543,답십리,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3056,5,2543,답십리,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3057,5,2543,답십리,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3058,5,2543,답십리,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3059,5,2543,답십리,역구내행선안내게시기,0,,2024-11-28
3060,5,2543,답십리,제2기 교통카드 RF단말기 광고,36,서울신교통카드,2024-11-28
3061,5,2544,장한평,역구내조명광고,3,브랜드발전소,2024-11-28
3062,5,2544,장한평,역구내포스터,13,브랜드발전소,2024-11-28
3063,5,2544,장한평,멀티비젼,0,나스미디어,2024-11-28
3064,5,2544,장한평,디지털포스터,0,브랜드발전소,2024-11-28
3065,5,2544,장한평,기둥조명,0,전홍,2024-11-28
3066,5,2544,장한평,승강장안전문 조명(민자제외),0,,2024-11-28
3067,5,2544,장한평,승강장매립형,0,탑애드,2024-11-28
3068,5,2544,장한평,공간활용 프로모션,0,전홍,2024-11-28
3069,5,2544,장한평,승강장음성광고,0,브랜드발전소,2024-11-28
3070,5,2544,장한평,디지털종합안내도_디지털,0,,2024-11-28
3071,5,2544,장한평,디지털종합안내도_인쇄식,0,,2024-11-28
3072,5,2544,장한평,디지털종합안내도_조명,0,,2024-11-28
3073,5,2544,장한평,스마트 정보 안내시스템,4,세종미디어그룹,2024-11-28
3074,5,2544,장한평,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3075,5,2544,장한평,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3076,5,2544,장한평,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3077,5,2544,장한평,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3078,5,2544,장한평,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3079,5,2544,장한평,역구내행선안내게시기,0,,2024-11-28
3080,5,2544,장한평,제2기 교통카드 RF단말기 광고,24,서울신교통카드,2024-11-28
3081,5,2545,군자(5),역구내조명광고,8,브랜드발전소,2024-11-28
3082,5,2545,군자(5),역구내포스터,24,브랜드발전소,2024-11-28
3083,5,2545,군자(5),멀티비젼,0,나스미디어,2024-11-28
3084,5,2545,군자(5),디지털포스터,0,브랜드발전소,2024-11-28
3085,5,2545,군자(5),기둥조명,1,전홍,2024-11-28
3086,5,2545,군자(5),승강장안전문 조명(민자제외),0,,2024-11-28
3087,5,2545,군자(5),승강장매립형,0,탑애드,2024-11-28
3088,5,2545,군자(5),공간활용 프로모션,0,전홍,2024-11-28
3089,5,2545,군자(5),승강장음성광고,0,브랜드발전소,2024-11-28
3090,5,2545,군자(5),디지털종합안내도_디지털,0,,2024-11-28
3091,5,2545,군자(5),디지털종합안내도_인쇄식,0,,2024-11-28
3092,5,2545,군자(5),디지털종합안내도_조명,0,,2024-11-28
3093,5,2545,군자(5),스마트 정보 안내시스템,4,세종미디어그룹,2024-11-28
3094,5,2545,군자(5),디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3095,5,2545,군자(5),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3096,5,2545,군자(5),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3097,5,2545,군자(5),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3098,5,2545,군자(5),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3099,5,2545,군자(5),역구내행선안내게시기,0,,2024-11-28
3100,5,2545,군자(5),제2기 교통카드 RF단말기 광고,30,서울신교통카드,2024-11-28
3101,5,2546,아차산,역구내조명광고,6,브랜드발전소,2024-11-28
3102,5,2546,아차산,역구내포스터,13,브랜드발전소,2024-11-28
3103,5,2546,아차산,멀티비젼,0,나스미디어,2024-11-28
3104,5,2546,아차산,디지털포스터,0,브랜드발전소,2024-11-28
3105,5,2546,아차산,기둥조명,0,전홍,2024-11-28
3106,5,2546,아차산,승강장안전문 조명(민자제외),0,,2024-11-28
3107,5,2546,아차산,승강장매립형,5,탑애드,2024-11-28
3108,5,2546,아차산,공간활용 프로모션,0,전홍,2024-11-28
3109,5,2546,아차산,승강장음성광고,0,브랜드발전소,2024-11-28
3110,5,2546,아차산,디지털종합안내도_디지털,0,,2024-11-28
3111,5,2546,아차산,디지털종합안내도_인쇄식,0,,2024-11-28
3112,5,2546,아차산,디지털종합안내도_조명,0,,2024-11-28
3113,5,2546,아차산,스마트 정보 안내시스템,3,세종미디어그룹,2024-11-28
3114,5,2546,아차산,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3115,5,2546,아차산,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3116,5,2546,아차산,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3117,5,2546,아차산,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3118,5,2546,아차산,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3119,5,2546,아차산,역구내행선안내게시기,0,,2024-11-28
3120,5,2546,아차산,제2기 교통카드 RF단말기 광고,25,서울신교통카드,2024-11-28
3121,5,2547,광나루,역구내조명광고,1,브랜드발전소,2024-11-28
3122,5,2547,광나루,역구내포스터,11,브랜드발전소,2024-11-28
3123,5,2547,광나루,멀티비젼,0,나스미디어,2024-11-28
3124,5,2547,광나루,디지털포스터,0,브랜드발전소,2024-11-28
3125,5,2547,광나루,기둥조명,0,전홍,2024-11-28
3126,5,2547,광나루,승강장안전문 조명(민자제외),0,,2024-11-28
3127,5,2547,광나루,승강장매립형,3,탑애드,2024-11-28
3128,5,2547,광나루,공간활용 프로모션,0,전홍,2024-11-28
3129,5,2547,광나루,승강장음성광고,0,브랜드발전소,2024-11-28
3130,5,2547,광나루,디지털종합안내도_디지털,0,,2024-11-28
3131,5,2547,광나루,디지털종합안내도_인쇄식,0,,2024-11-28
3132,5,2547,광나루,디지털종합안내도_조명,0,,2024-11-28
3133,5,2547,광나루,스마트 정보 안내시스템,2,세종미디어그룹,2024-11-28
3134,5,2547,광나루,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3135,5,2547,광나루,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3136,5,2547,광나루,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3137,5,2547,광나루,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3138,5,2547,광나루,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3139,5,2547,광나루,역구내행선안내게시기,0,,2024-11-28
3140,5,2547,광나루,제2기 교통카드 RF단말기 광고,20,서울신교통카드,2024-11-28
3141,5,2548,천호(5),역구내조명광고,8,브랜드발전소,2024-11-28
3142,5,2548,천호(5),역구내포스터,38,브랜드발전소,2024-11-28
3143,5,2548,천호(5),멀티비젼,0,나스미디어,2024-11-28
3144,5,2548,천호(5),디지털포스터,6,브랜드발전소,2024-11-28
3145,5,2548,천호(5),기둥조명,1,전홍,2024-11-28
3146,5,2548,천호(5),승강장안전문 조명(민자제외),0,,2024-11-28
3147,5,2548,천호(5),승강장매립형,3,탑애드,2024-11-28
3148,5,2548,천호(5),공간활용 프로모션,0,전홍,2024-11-28
3149,5,2548,천호(5),승강장음성광고,0,브랜드발전소,2024-11-28
3150,5,2548,천호(5),디지털종합안내도_디지털,0,,2024-11-28
3151,5,2548,천호(5),디지털종합안내도_인쇄식,0,,2024-11-28
3152,5,2548,천호(5),디지털종합안내도_조명,0,,2024-11-28
3153,5,2548,천호(5),스마트 정보 안내시스템,5,세종미디어그룹,2024-11-28
3154,5,2548,천호(5),디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3155,5,2548,천호(5),지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3156,5,2548,천호(5),승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3157,5,2548,천호(5),승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3158,5,2548,천호(5),승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3159,5,2548,천호(5),역구내행선안내게시기,0,,2024-11-28
3160,5,2548,천호(5),제2기 교통카드 RF단말기 광고,24,서울신교통카드,2024-11-28
3161,5,2549,강동,역구내조명광고,6,브랜드발전소,2024-11-28
3162,5,2549,강동,역구내포스터,18,브랜드발전소,2024-11-28
3163,5,2549,강동,멀티비젼,0,나스미디어,2024-11-28
3164,5,2549,강동,디지털포스터,0,브랜드발전소,2024-11-28
3165,5,2549,강동,기둥조명,2,전홍,2024-11-28
3166,5,2549,강동,승강장안전문 조명(민자제외),0,,2024-11-28
3167,5,2549,강동,승강장매립형,3,탑애드,2024-11-28
3168,5,2549,강동,공간활용 프로모션,0,전홍,2024-11-28
3169,5,2549,강동,승강장음성광고,0,브랜드발전소,2024-11-28
3170,5,2549,강동,디지털종합안내도_디지털,0,,2024-11-28
3171,5,2549,강동,디지털종합안내도_인쇄식,0,,2024-11-28
3172,5,2549,강동,디지털종합안내도_조명,0,,2024-11-28
3173,5,2549,강동,스마트 정보 안내시스템,2,세종미디어그룹,2024-11-28
3174,5,2549,강동,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3175,5,2549,강동,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3176,5,2549,강동,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3177,5,2549,강동,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3178,5,2549,강동,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3179,5,2549,강동,역구내행선안내게시기,0,,2024-11-28
3180,5,2549,강동,제2기 교통카드 RF단말기 광고,24,서울신교통카드,2024-11-28
3181,5,2550,길동,역구내조명광고,3,브랜드발전소,2024-11-28
3182,5,2550,길동,역구내포스터,19,브랜드발전소,2024-11-28
3183,5,2550,길동,멀티비젼,0,나스미디어,2024-11-28
3184,5,2550,길동,디지털포스터,0,브랜드발전소,2024-11-28
3185,5,2550,길동,기둥조명,0,전홍,2024-11-28
3186,5,2550,길동,승강장안전문 조명(민자제외),0,,2024-11-28
3187,5,2550,길동,승강장매립형,4,탑애드,2024-11-28
3188,5,2550,길동,공간활용 프로모션,0,전홍,2024-11-28
3189,5,2550,길동,승강장음성광고,0,브랜드발전소,2024-11-28
3190,5,2550,길동,디지털종합안내도_디지털,0,,2024-11-28
3191,5,2550,길동,디지털종합안내도_인쇄식,0,,2024-11-28
3192,5,2550,길동,디지털종합안내도_조명,0,,2024-11-28
3193,5,2550,길동,스마트 정보 안내시스템,2,세종미디어그룹,2024-11-28
3194,5,2550,길동,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3195,5,2550,길동,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3196,5,2550,길동,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3197,5,2550,길동,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3198,5,2550,길동,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3199,5,2550,길동,역구내행선안내게시기,0,,2024-11-28
3200,5,2550,길동,제2기 교통카드 RF단말기 광고,14,서울신교통카드,2024-11-28
3201,5,2551,굽은다리,역구내조명광고,0,브랜드발전소,2024-11-28
3202,5,2551,굽은다리,역구내포스터,18,브랜드발전소,2024-11-28
3203,5,2551,굽은다리,멀티비젼,0,나스미디어,2024-11-28
3204,5,2551,굽은다리,디지털포스터,0,브랜드발전소,2024-11-28
3205,5,2551,굽은다리,기둥조명,0,전홍,2024-11-28
3206,5,2551,굽은다리,승강장안전문 조명(민자제외),0,,2024-11-28
3207,5,2551,굽은다리,승강장매립형,6,탑애드,2024-11-28
3208,5,2551,굽은다리,공간활용 프로모션,0,전홍,2024-11-28
3209,5,2551,굽은다리,승강장음성광고,0,브랜드발전소,2024-11-28
3210,5,2551,굽은다리,디지털종합안내도_디지털,0,,2024-11-28
3211,5,2551,굽은다리,디지털종합안내도_인쇄식,0,,2024-11-28
3212,5,2551,굽은다리,디지털종합안내도_조명,0,,2024-11-28
3213,5,2551,굽은다리,스마트 정보 안내시스템,2,세종미디어그룹,2024-11-28
3214,5,2551,굽은다리,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3215,5,2551,굽은다리,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3216,5,2551,굽은다리,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3217,5,2551,굽은다리,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3218,5,2551,굽은다리,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3219,5,2551,굽은다리,역구내행선안내게시기,0,,2024-11-28
3220,5,2551,굽은다리,제2기 교통카드 RF단말기 광고,19,서울신교통카드,2024-11-28
3221,5,2552,명일,역구내조명광고,4,브랜드발전소,2024-11-28
3222,5,2552,명일,역구내포스터,13,브랜드발전소,2024-11-28
3223,5,2552,명일,멀티비젼,0,나스미디어,2024-11-28
3224,5,2552,명일,디지털포스터,0,브랜드발전소,2024-11-28
3225,5,2552,명일,기둥조명,0,전홍,2024-11-28
3226,5,2552,명일,승강장안전문 조명(민자제외),0,,2024-11-28
3227,5,2552,명일,승강장매립형,4,탑애드,2024-11-28
3228,5,2552,명일,공간활용 프로모션,0,전홍,2024-11-28
3229,5,2552,명일,승강장음성광고,0,브랜드발전소,2024-11-28
3230,5,2552,명일,디지털종합안내도_디지털,0,,2024-11-28
3231,5,2552,명일,디지털종합안내도_인쇄식,0,,2024-11-28
3232,5,2552,명일,디지털종합안내도_조명,0,,2024-11-28
3233,5,2552,명일,스마트 정보 안내시스템,2,세종미디어그룹,2024-11-28
3234,5,2552,명일,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3235,5,2552,명일,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3236,5,2552,명일,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3237,5,2552,명일,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3238,5,2552,명일,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3239,5,2552,명일,역구내행선안내게시기,0,,2024-11-28
3240,5,2552,명일,제2기 교통카드 RF단말기 광고,19,서울신교통카드,2024-11-28
3241,5,2553,고덕,역구내조명광고,0,브랜드발전소,2024-11-28
3242,5,2553,고덕,역구내포스터,11,브랜드발전소,2024-11-28
3243,5,2553,고덕,멀티비젼,0,나스미디어,2024-11-28
3244,5,2553,고덕,디지털포스터,0,브랜드발전소,2024-11-28
3245,5,2553,고덕,기둥조명,0,전홍,2024-11-28
3246,5,2553,고덕,승강장안전문 조명(민자제외),0,,2024-11-28
3247,5,2553,고덕,승강장매립형,5,탑애드,2024-11-28
3248,5,2553,고덕,공간활용 프로모션,0,전홍,2024-11-28
3249,5,2553,고덕,승강장음성광고,0,브랜드발전소,2024-11-28
3250,5,2553,고덕,디지털종합안내도_디지털,0,,2024-11-28
3251,5,2553,고덕,디지털종합안내도_인쇄식,0,,2024-11-28
3252,5,2553,고덕,디지털종합안내도_조명,0,,2024-11-28
3253,5,2553,고덕,스마트 정보 안내시스템,3,세종미디어그룹,2024-11-28
3254,5,2553,고덕,디지털보드,0,씨에스와이커뮤니케이션,2024-11-28
3255,5,2553,고덕,지하철 출입구 상단벽면,0,씨제이씨지브이,2024-11-28
3256,5,2553,고덕,승강장안전문 광고(민자)_일반형,0,유진메트로컴,2024-11-28
3257,5,2553,고덕,승강장안전문 광고(민자)_난간형,0,유진메트로컴,2024-11-28
3258,5,2553,고덕,승강장안전문 광고(민자)_동영상,0,유진메트로컴,2024-11-28
3259,5,2553,고덕,역구내행선안내게시기,0,,2024-11-28
3260,5,2553,고덕,제2기 교통카드 RF단말기 광고,20,서울신교통카드,2024-11-28
3261,5,2554,상일동,역구내조명광고,0,브랜드발전소,2024-11-28
3262,5,2554,상일동,역구내포스터,18,브랜드발전소,2024-11-28
